TEKLİF NUMARASI,HASARSIZLIK İNDİRİMİ KADEMESİ,TRAFİK BASAMAK KODU,MARKA,ARAÇ YAŞI,MODEL YILI,YAKIT TİPİ,İL,İLÇE,YAŞ ,TEKLİF PRİMİ,PORTFÖY AYRIMI,SİGORTALI TİPİ,TEKLİF ONAY DURUMU
25809,40%,6,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,,0,15.770,YENİ İŞ,T,T
25810,0%,7,VOLKSWAGEN,0,2024,DIZEL,İSTANBUL,ÜMRANİYE,39,16.128,İLK DEFA SİGORTALI,O,T
25811,0%,4,FORD,4,2020,DIZEL,İSTANBUL,BAĞCILAR,40,13.400,İLK DEFA SİGORTALI,O,T
25812,60%,4,HONDA,1,2023,BENZİN,İSTANBUL,KADIKÖY,34,10.474,YENİ İŞ,O,T
25813,50%,6,VOLKSWAGEN,3,2021,BENZİN,ANKARA,ÇANKAYA,48,11.943,YENİLEME,O,P
25814,40%,7,MERCEDES,1,2023,BENZİN,İZMİR,BORNOVA,54,9.517,YENİ İŞ,O,T
25815,0%,7,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,MALTEPE,31,11.732,İLK DEFA SİGORTALI,O,T
25816,0%,5,TOYOTA,1,2023,DIZEL,İSTANBUL,,0,8.936,YENİ İŞ,T,T
25817,0%,7,VOLKSWAGEN,3,2021,DIZEL,İSTANBUL,ESENLER,50,12.354,İLK DEFA SİGORTALI,O,T
25818,60%,8,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,AVCILAR,58,7.254,YENİ İŞ,O,T
25819,0%,6,VOLKSWAGEN,4,2020,BENZİN,İSTANBUL,ÇEKMEKÖY,30,10.447,İLK DEFA SİGORTALI,O,T
25820,0%,5,FORD,2,2022,DIZEL,İSTANBUL,,0,17.494,YENİ İŞ,T,P
25821,30%,5,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,FATİH,48,10.908,YENİ İŞ,O,T
25822,0%,4,FORD,5,2019,DIZEL,İSTANBUL,KAĞITHANE,49,13.545,İLK DEFA SİGORTALI,O,T
25823,0%,5,MERCEDES,1,2023,DIZEL,ANKARA,SİNCAN,40,23.685,İLK DEFA SİGORTALI,O,T
25824,50%,7,HONDA,3,2021,BENZİN,ANKARA,YENİMAHALLE,31,5.906,YENİ İŞ,O,T
25825,40%,5,VOLKSWAGEN,3,2021,BENZİN,ANKARA,GÖLBAŞI,34,5.742,YENİLEME,O,P
25826,40%,6,VOLKSWAGEN,4,2020,DIZEL,ANKARA,,0,25.992,YENİ İŞ,T,T
25827,30%,5,VOLKSWAGEN,1,2023,BENZİN,İZMİR,,0,12.639,YENİ İŞ,T,T
25828,50%,7,VOLKSWAGEN,3,2021,BENZİN,İSTANBUL,ŞİŞLİ,50,7.781,YENİ İŞ,O,T
25829,30%,5,FORD,1,2023,BENZİN,İSTANBUL,,0,9.215,YENİ İŞ,T,T
25830,0%,5,HONDA,1,2023,BENZİN,İSTANBUL,KÜÇÜKÇEKMECE,28,15.545,YENİ İŞ,O,T
25831,0%,4,VOLKSWAGEN,1,2023,DIZEL,İSTANBUL,BAĞCILAR,30,11.915,İLK DEFA SİGORTALI,O,T
25832,30%,5,VOLKSWAGEN,1,2023,BENZİN,ANKARA,ETİMESGUT,37,7.973,YENİ İŞ,O,T
25833,60%,7,VOLKSWAGEN,5,2019,BENZİN,İSTANBUL,SARIYER,44,8.054,YENİ İŞ,O,T
25834,30%,5,VOLKSWAGEN,3,2021,DIZEL,İSTANBUL,GAZİOSMANPAŞA,52,11.194,YENİ İŞ,O,T
25835,30%,5,MERCEDES,1,2023,DIZEL,İSTANBUL,BEŞİKTAŞ,31,18.660,YENİ İŞ,O,T
25836,30%,5,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,ÜSKÜDAR,31,8.915,YENİ İŞ,O,T
25837,40%,5,VOLKSWAGEN,4,2020,BENZİN,İSTANBUL,,0,11.531,YENİLEME,T,T
25838,60%,7,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,,0,9.784,YENİ İŞ,T,T
25839,50%,6,VOLKSWAGEN,5,2019,DIZEL,İSTANBUL,BEYLİKDÜZÜ,57,13.457,YENİ İŞ,O,T
25840,40%,8,MERCEDES,4,2020,DIZEL,İSTANBUL,,0,80.046,YENİ İŞ,T,T
25841,0%,6,VOLKSWAGEN,3,2021,BENZİN,ANKARA,PURSAKLAR,49,18.022,İLK DEFA SİGORTALI,O,T
25842,0%,5,FORD,1,2023,BENZİN,İZMİR,TİRE,43,12.089,İLK DEFA SİGORTALI,O,T
25843,50%,8,RENAULT,3,2021,DIZEL,İSTANBUL,,0,16.796,YENİ İŞ,T,T
25844,40%,3,VOLKSWAGEN,5,2019,DIZEL,İZMİR,,0,28.444,YENİ İŞ,T,P
25845,0%,6,MERCEDES,2,2022,DIZEL,İSTANBUL,,0,39.375,YENİ İŞ,T,T
25846,40%,4,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,KÜÇÜKÇEKMECE,33,13.882,YENİ İŞ,O,T
25847,40%,5,MERCEDES,2,2022,DIZEL,ANKARA,,0,22.144,YENİ İŞ,T,T
25848,30%,5,MERCEDES,1,2023,BENZİN,İZMİR,KONAK,29,20.378,YENİ İŞ,O,P
25849,30%,5,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,SARIYER,29,14.089,YENİ İŞ,O,T
25850,0%,4,MERCEDES,4,2020,BENZİN,İSTANBUL,BAŞAKŞEHİR,31,15.139,İLK DEFA SİGORTALI,O,T
25851,0%,4,RENAULT,2,2022,BENZİN,İSTANBUL,SULTANBEYLİ,26,7.241,İLK DEFA SİGORTALI,O,T
25852,30%,7,MERCEDES,4,2020,DIZEL,İSTANBUL,,0,18.530,YENİ İŞ,T,T
25853,30%,5,FORD,1,2023,DIZEL,İZMİR,ÖDEMİŞ,19,13.639,YENİ İŞ,O,T
25854,60%,7,VOLKSWAGEN,5,2019,DIZEL,İSTANBUL,KÜÇÜKÇEKMECE,34,7.552,YENİLEME,O,P
25856,30%,5,VOLKSWAGEN,3,2021,BENZİN,ANKARA,,0,18.233,YENİ İŞ,T,T
25857,60%,7,VOLKSWAGEN,3,2021,BENZİN,İSTANBUL,PENDİK,51,9.059,YENİ İŞ,O,T
25858,30%,7,FORD,1,2023,DIZEL,İSTANBUL,,0,17.907,YENİ İŞ,T,T
25859,0%,7,VOLKSWAGEN,4,2020,DIZEL,İZMİR,,0,13.826,YENİ İŞ,T,P
25860,30%,5,FORD,3,2021,BENZİN,İZMİR,KARABAĞLAR,53,6.152,YENİ İŞ,O,T
25861,60%,7,MERCEDES,3,2021,DIZEL,İSTANBUL,KADIKÖY,32,18.769,YENİ İŞ,O,P
25862,0%,4,FORD,1,2023,DIZEL,İSTANBUL,BEYOĞLU,43,7.640,İLK DEFA SİGORTALI,O,T
25863,60%,7,FORD,1,2023,DIZEL,İSTANBUL,,0,13.009,YENİLEME,T,P
25864,30%,5,TOYOTA,3,2021,DIZEL,İSTANBUL,,0,9.994,YENİLEME,T,T
25865,30%,5,FORD,3,2021,BENZİN,ANKARA,ETİMESGUT,49,8.885,YENİLEME,O,P
25866,60%,8,FORD,2,2022,DIZEL,İZMİR,BORNOVA,46,8.572,YENİLEME,O,P
25867,60%,5,RENAULT,4,2020,BENZİN,İZMİR,ALİAĞA,31,10.073,YENİ İŞ,O,T
25868,40%,6,RENAULT,2,2022,DIZEL,İZMİR,,0,8.232,YENİ İŞ,T,P
25869,30%,5,FORD,1,2023,DIZEL,İSTANBUL,SULTANGAZİ,40,11.004,YENİ İŞ,O,T
25870,0%,1,TOYOTA,1,2023,DIZEL,ANKARA,,0,38.972,İLK DEFA SİGORTALI,T,T
25871,30%,7,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,ÜMRANİYE,41,8.927,YENİ İŞ,O,T
25872,40%,7,FORD,3,2021,DIZEL,İSTANBUL,,0,7.270,YENİLEME,T,P
25873,0%,4,VOLKSWAGEN,1,2023,BENZİN,ANKARA,ÇANKAYA,33,7.461,İLK DEFA SİGORTALI,O,T
25874,50%,5,FORD,3,2021,DIZEL,ANKARA,,0,10.641,YENİ İŞ,T,P
25875,0%,4,VOLKSWAGEN,4,2020,DIZEL,İZMİR,KARABAĞLAR,37,12.952,İLK DEFA SİGORTALI,O,T
25876,30%,4,FORD,4,2020,DIZEL,İSTANBUL,,0,30.164,YENİLEME,T,P
25877,30%,7,FORD,2,2022,DIZEL,İSTANBUL,BAĞCILAR,54,7.312,YENİ İŞ,O,P
25878,0%,5,VOLKSWAGEN,1,2023,BENZİN,ANKARA,KEÇİÖREN,27,9.006,İLK DEFA SİGORTALI,O,P
25879,0%,7,MERCEDES,3,2021,DIZEL,ANKARA,,0,32.297,İLK DEFA SİGORTALI,T,P
25880,60%,7,MERCEDES,1,2023,BENZİN,İSTANBUL,EYÜP,37,14.105,YENİLEME,O,T
25881,60%,7,FORD,5,2019,DIZEL,ANKARA,KEÇİÖREN,47,9.109,YENİ İŞ,O,T
25882,30%,7,FORD,1,2023,DIZEL,ANKARA,SİNCAN,30,9.527,YENİ İŞ,O,T
25883,0%,5,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,BAŞAKŞEHİR,28,14.420,İLK DEFA SİGORTALI,O,T
25884,30%,5,RENAULT,1,2023,BENZİN,İSTANBUL,,0,9.223,YENİ İŞ,T,P
25885,60%,4,MERCEDES,2,2022,DIZEL,ANKARA,KEÇİÖREN,33,13.426,YENİLEME,O,T
25886,60%,7,FORD,5,2019,DIZEL,İSTANBUL,,0,9.381,YENİLEME,T,P
25887,30%,5,FORD,1,2023,DIZEL,İSTANBUL,BEŞİKTAŞ,33,10.606,YENİ İŞ,O,P
25888,40%,5,RENAULT,2,2022,BENZİN,İSTANBUL,,0,9.277,YENİ İŞ,T,T
25889,50%,7,VOLKSWAGEN,3,2021,DIZEL,ANKARA,MAMAK,39,10.444,YENİ İŞ,O,T
25890,30%,7,VOLKSWAGEN,4,2020,BENZİN,İSTANBUL,MALTEPE,41,8.901,YENİ İŞ,O,T
25891,50%,6,MERCEDES,3,2021,DIZEL,İSTANBUL,,0,95.011,YENİ İŞ,T,T
25892,60%,7,FORD,5,2019,DIZEL,İSTANBUL,PENDİK,33,8.792,YENİ İŞ,O,T
25893,40%,5,HONDA,2,2022,BENZİN,İSTANBUL,SANCAKTEPE,35,11.443,YENİLEME,O,P
25894,30%,5,FORD,1,2023,DIZEL,İSTANBUL,PENDİK,41,6.538,YENİ İŞ,O,T
25895,30%,8,VOLKSWAGEN,1,2023,BENZİN,ANKARA,ÇANKAYA,33,9.385,YENİLEME,O,T
25896,50%,6,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,BEYOĞLU,30,9.183,YENİ İŞ,O,T
25897,40%,7,HONDA,2,2022,BENZİN,ANKARA,ALTINDAĞ,51,12.346,YENİLEME,O,P
25898,0%,4,FORD,5,2019,DIZEL,İSTANBUL,SANCAKTEPE,42,20.975,İLK DEFA SİGORTALI,O,T
25899,40%,3,MERCEDES,4,2020,DIZEL,İSTANBUL,,0,82.809,YENİ İŞ,T,T
25900,30%,7,MERCEDES,3,2021,DIZEL,İSTANBUL,,0,27.106,YENİLEME,T,P
25901,50%,7,VOLKSWAGEN,4,2020,BENZİN,ANKARA,ÇANKAYA,36,8.342,YENİLEME,O,P
25902,0%,7,VOLKSWAGEN,3,2021,DIZEL,İSTANBUL,KÜÇÜKÇEKMECE,37,12.996,İLK DEFA SİGORTALI,O,T
25903,50%,7,VOLKSWAGEN,3,2021,BENZİN,İSTANBUL,ÜMRANİYE,64,9.551,YENİLEME,O,T
25904,40%,5,MERCEDES,2,2022,BENZİN,İSTANBUL,ÜSKÜDAR,43,11.295,YENİ İŞ,O,T
25905,30%,7,TOYOTA,2,2022,DIZEL,İSTANBUL,,0,24.152,YENİ İŞ,T,T
25906,60%,7,HONDA,2,2022,BENZİN,İSTANBUL,SANCAKTEPE,40,8.481,YENİ İŞ,O,T
25907,0%,4,FORD,2,2022,DIZEL,İSTANBUL,BAĞCILAR,36,11.538,İLK DEFA SİGORTALI,O,T
25908,30%,5,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,ATAŞEHİR,50,13.185,YENİ İŞ,O,P
25909,30%,4,HONDA,5,2019,BENZİN,İSTANBUL,EYÜP,26,14.181,YENİ İŞ,O,T
25910,30%,7,RENAULT,4,2020,BENZİN,İSTANBUL,ÜSKÜDAR,44,7.401,YENİ İŞ,O,T
25911,40%,6,FORD,2,2022,DIZEL,İZMİR,,0,9.466,YENİ İŞ,T,T
25912,40%,6,TOYOTA,2,2022,DIZEL,İSTANBUL,BAŞAKŞEHİR,45,8.134,YENİ İŞ,O,T
25913,30%,7,FORD,1,2023,DIZEL,İZMİR,KARŞIYAKA,33,16.515,YENİ İŞ,O,T
25914,0%,4,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,GAZİOSMANPAŞA,39,21.740,İLK DEFA SİGORTALI,O,T
25915,60%,8,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,KAĞITHANE,50,9.295,YENİ İŞ,O,T
25916,0%,4,FORD,2,2022,BENZİN,İSTANBUL,KADIKÖY,30,10.466,İLK DEFA SİGORTALI,O,T
25917,50%,7,FORD,4,2020,BENZİN,İZMİR,,0,9.854,YENİ İŞ,T,T
25918,30%,5,RENAULT,1,2023,DIZEL,ANKARA,,0,9.178,YENİ İŞ,T,T
25919,50%,7,VOLKSWAGEN,3,2021,DIZEL,İSTANBUL,ÜMRANİYE,46,9.287,YENİ İŞ,O,T
25920,40%,8,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,KÜÇÜKÇEKMECE,36,8.983,YENİ İŞ,O,T
25921,0%,6,FORD,3,2021,DIZEL,ANKARA,ETİMESGUT,33,10.609,YENİ İŞ,O,T
25922,30%,4,RENAULT,3,2021,DIZEL,İZMİR,ALİAĞA,59,7.380,YENİ İŞ,O,T
25924,30%,5,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,ÜSKÜDAR,50,6.465,YENİLEME,O,P
25925,60%,8,TOYOTA,4,2020,BENZİN,İSTANBUL,KARTAL,55,4.800,YENİ İŞ,O,T
25926,0%,3,FORD,4,2020,DIZEL,İSTANBUL,EYÜP,45,11.548,İLK DEFA SİGORTALI,O,T
25927,50%,6,VOLKSWAGEN,3,2021,DIZEL,İSTANBUL,,0,8.841,YENİ İŞ,T,T
25928,0%,7,FORD,1,2023,DIZEL,İSTANBUL,SULTANGAZİ,27,13.448,İLK DEFA SİGORTALI,O,T
25929,0%,4,VOLKSWAGEN,4,2020,BENZİN,İZMİR,BORNOVA,37,17.935,İLK DEFA SİGORTALI,O,T
25930,0%,4,FORD,5,2019,DIZEL,İSTANBUL,PENDİK,54,6.985,İLK DEFA SİGORTALI,O,T
25931,60%,8,HONDA,1,2023,BENZİN,İSTANBUL,ATAŞEHİR,44,8.477,YENİ İŞ,O,T
25932,50%,7,FORD,3,2021,DIZEL,İZMİR,,0,8.888,YENİ İŞ,T,T
25933,40%,6,VOLKSWAGEN,2,2022,BENZİN,ANKARA,ÇANKAYA,63,9.227,YENİ İŞ,O,T
25934,0%,7,VOLKSWAGEN,1,2023,DIZEL,İSTANBUL,TUZLA,39,17.566,İLK DEFA SİGORTALI,O,T
25935,30%,5,VOLKSWAGEN,1,2023,DIZEL,İSTANBUL,BAŞAKŞEHİR,19,9.106,YENİ İŞ,O,T
25936,40%,6,FORD,2,2022,DIZEL,İSTANBUL,SANCAKTEPE,46,6.553,YENİ İŞ,O,T
25937,30%,5,VOLKSWAGEN,1,2023,BENZİN,ANKARA,ETİMESGUT,43,7.075,YENİ İŞ,O,T
25938,30%,7,FORD,1,2023,DIZEL,İSTANBUL,FATİH,35,8.511,YENİ İŞ,O,T
25939,60%,7,HONDA,5,2019,BENZİN,İSTANBUL,MALTEPE,57,7.868,YENİ İŞ,O,T
25940,50%,7,TOYOTA,3,2021,BENZİN,İSTANBUL,BAŞAKŞEHİR,45,7.094,YENİ İŞ,O,T
25941,30%,3,VOLKSWAGEN,2,2022,BENZİN,İZMİR,KARŞIYAKA,42,8.214,YENİLEME,O,T
25942,30%,5,TOYOTA,1,2023,BENZİN,ANKARA,YENİMAHALLE,48,9.702,YENİ İŞ,O,T
25943,30%,8,VOLKSWAGEN,5,2019,BENZİN,İSTANBUL,BAKIRKÖY,45,15.440,YENİ İŞ,O,T
25944,0%,6,TOYOTA,1,2023,BENZİN,ANKARA,ETİMESGUT,38,8.267,İLK DEFA SİGORTALI,O,T
25945,0%,4,TOYOTA,3,2021,BENZİN,İZMİR,GÜZELBAHÇE,38,8.537,İLK DEFA SİGORTALI,O,T
25946,0%,7,RENAULT,4,2020,BENZİN,İSTANBUL,KÜÇÜKÇEKMECE,42,11.183,İLK DEFA SİGORTALI,O,T
25947,50%,6,MERCEDES,4,2020,BENZİN,İSTANBUL,KADIKÖY,43,11.754,YENİ İŞ,O,T
25948,60%,7,VOLKSWAGEN,4,2020,BENZİN,ANKARA,YENİMAHALLE,45,8.459,YENİ İŞ,O,T
25949,0%,7,RENAULT,4,2020,DIZEL,İSTANBUL,GAZİOSMANPAŞA,44,11.299,İLK DEFA SİGORTALI,O,T
25950,60%,6,VOLKSWAGEN,1,2023,DIZEL,İSTANBUL,GAZİOSMANPAŞA,39,10.306,YENİ İŞ,O,T
25951,30%,5,RENAULT,1,2023,DIZEL,İSTANBUL,,0,10.417,YENİ İŞ,T,P
25952,60%,7,VOLKSWAGEN,5,2019,DIZEL,İZMİR,KARABAĞLAR,37,7.177,YENİ İŞ,O,T
25953,30%,5,FORD,4,2020,DIZEL,ANKARA,,0,13.757,YENİ İŞ,T,T
25954,40%,4,RENAULT,2,2022,DIZEL,İSTANBUL,,0,7.995,YENİ İŞ,T,T
25955,30%,3,TOYOTA,3,2021,DIZEL,İZMİR,TORBALI,44,10.265,YENİ İŞ,O,T
25956,30%,4,VOLKSWAGEN,4,2020,BENZİN,İSTANBUL,,0,13.258,YENİLEME,T,T
25957,60%,8,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,TUZLA,56,10.329,YENİ İŞ,O,T
25958,30%,5,VOLKSWAGEN,1,2023,DIZEL,İSTANBUL,SULTANGAZİ,38,12.122,YENİ İŞ,O,T
25959,30%,4,FORD,1,2023,DIZEL,İSTANBUL,,0,17.423,YENİ İŞ,T,T
25960,30%,7,MERCEDES,2,2022,BENZİN,İSTANBUL,ÇEKMEKÖY,35,13.858,YENİ İŞ,O,T
25961,40%,7,FORD,2,2022,BENZİN,ANKARA,,0,7.489,YENİLEME,T,T
25962,40%,6,FORD,0,2024,DIZEL,ANKARA,,0,20.232,YENİLEME,T,T
25963,0%,7,MERCEDES,4,2020,DIZEL,İSTANBUL,BEŞİKTAŞ,42,46.145,İLK DEFA SİGORTALI,O,T
25964,0%,6,MERCEDES,2,2022,BENZİN,İSTANBUL,BEŞİKTAŞ,45,252.608,YENİ İŞ,O,T
25965,30%,5,FORD,2,2022,DIZEL,İSTANBUL,,0,8.760,YENİ İŞ,T,T
25966,0%,7,TOYOTA,1,2023,DIZEL,İZMİR,URLA,49,14.300,İLK DEFA SİGORTALI,O,T
25967,0%,4,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,KAĞITHANE,32,11.606,İLK DEFA SİGORTALI,O,T
25968,40%,8,FORD,3,2021,DIZEL,ANKARA,,0,17.839,YENİ İŞ,T,P
25969,0%,6,VOLKSWAGEN,3,2021,BENZİN,İSTANBUL,PENDİK,62,15.282,YENİ İŞ,O,T
25970,40%,5,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,,0,13.434,YENİ İŞ,T,T
25971,60%,7,MERCEDES,4,2020,DIZEL,İSTANBUL,,0,13.457,YENİLEME,T,T
25972,0%,7,HONDA,0,2024,BENZİN,İZMİR,GAZİEMİR,46,10.910,İLK DEFA SİGORTALI,O,T
25973,50%,7,VOLKSWAGEN,4,2020,DIZEL,İSTANBUL,SANCAKTEPE,50,11.675,YENİ İŞ,O,T
25974,0%,5,FORD,2,2022,BENZİN,İSTANBUL,BAŞAKŞEHİR,59,14.085,İLK DEFA SİGORTALI,O,T
25975,0%,5,FORD,4,2020,DIZEL,İSTANBUL,ÜMRANİYE,37,12.115,İLK DEFA SİGORTALI,O,T
25976,50%,7,FORD,4,2020,DIZEL,İZMİR,KARABAĞLAR,51,11.394,YENİ İŞ,O,T
25977,60%,8,FORD,1,2023,BENZİN,İZMİR,KARABAĞLAR,49,6.655,YENİ İŞ,O,T
25978,0%,4,VOLKSWAGEN,3,2021,DIZEL,İSTANBUL,KÜÇÜKÇEKMECE,39,10.719,İLK DEFA SİGORTALI,O,T
25979,60%,4,FORD,4,2020,DIZEL,İSTANBUL,,0,11.175,YENİ İŞ,T,T
25980,40%,7,VOLKSWAGEN,3,2021,BENZİN,İSTANBUL,BEYKOZ,56,9.397,YENİLEME,O,P
25981,0%,6,TOYOTA,2,2022,BENZİN,İSTANBUL,AVCILAR,36,13.181,İLK DEFA SİGORTALI,O,T
25982,0%,4,FORD,3,2021,DIZEL,ANKARA,YENİMAHALLE,48,13.128,YENİ İŞ,O,P
25983,0%,7,VOLKSWAGEN,3,2021,BENZİN,İZMİR,KEMALPAŞA,26,10.478,İLK DEFA SİGORTALI,O,T
25984,0%,6,VOLKSWAGEN,0,2024,BENZİN,İSTANBUL,SİLİVRİ,56,6.544,İLK DEFA SİGORTALI,O,P
25985,0%,4,TOYOTA,3,2021,DIZEL,ANKARA,ETİMESGUT,46,17.885,İLK DEFA SİGORTALI,O,T
25986,0%,4,VOLKSWAGEN,1,2023,DIZEL,İZMİR,KARABAĞLAR,26,13.445,İLK DEFA SİGORTALI,O,T
25987,40%,7,TOYOTA,4,2020,BENZİN,İSTANBUL,KÜÇÜKÇEKMECE,40,7.517,YENİ İŞ,O,T
25988,0%,4,VOLKSWAGEN,1,2023,DIZEL,İSTANBUL,ZEYTİNBURNU,53,12.157,İLK DEFA SİGORTALI,O,T
25989,30%,4,MERCEDES,4,2020,DIZEL,İZMİR,,0,28.685,YENİ İŞ,T,T
25990,0%,7,RENAULT,0,2024,DIZEL,İZMİR,BORNOVA,52,10.858,İLK DEFA SİGORTALI,O,T
25991,0%,3,VOLKSWAGEN,1,2023,DIZEL,İSTANBUL,PENDİK,43,16.170,YENİ İŞ,O,T
25992,30%,5,FORD,1,2023,BENZİN,ANKARA,ÇAMLIDERE,27,11.983,YENİ İŞ,O,T
25993,30%,5,TOYOTA,3,2021,BENZİN,İZMİR,GAZİEMİR,32,12.657,YENİ İŞ,O,T
25994,30%,7,FORD,1,2023,DIZEL,İZMİR,,0,10.756,YENİ İŞ,T,T
25995,30%,5,HONDA,1,2023,BENZİN,İSTANBUL,ÜSKÜDAR,63,15.333,YENİ İŞ,O,P
25996,0%,5,RENAULT,1,2023,BENZİN,İSTANBUL,BÜYÜKÇEKMECE,46,8.999,YENİ İŞ,O,T
25997,30%,6,VOLKSWAGEN,1,2023,BENZİN,İZMİR,ÖDEMİŞ,44,8.710,YENİ İŞ,O,T
25998,60%,5,MERCEDES,1,2023,BENZİN,İSTANBUL,ÜSKÜDAR,42,14.297,YENİ İŞ,O,T
25999,50%,7,MERCEDES,4,2020,DIZEL,İSTANBUL,SARIYER,38,21.774,YENİ İŞ,O,T
26000,30%,4,FORD,1,2023,BENZİN,İSTANBUL,ŞİŞLİ,28,13.222,YENİ İŞ,O,T
26001,40%,6,FORD,4,2020,DIZEL,İSTANBUL,,0,19.603,YENİ İŞ,T,T
26002,0%,4,FORD,1,2023,DIZEL,İSTANBUL,ATAŞEHİR,22,12.549,İLK DEFA SİGORTALI,O,T
26003,30%,5,HONDA,1,2023,BENZİN,İZMİR,BORNOVA,30,11.746,YENİ İŞ,O,T
26004,40%,7,MERCEDES,4,2020,BENZİN,İZMİR,GAZİEMİR,60,11.230,YENİLEME,O,P
26005,0%,6,FORD,5,2019,DIZEL,ANKARA,KEÇİÖREN,35,12.467,İLK DEFA SİGORTALI,O,T
26006,30%,7,FORD,1,2023,DIZEL,İSTANBUL,,0,16.986,YENİ İŞ,T,T
26007,0%,7,FORD,4,2020,DIZEL,İSTANBUL,AVCILAR,64,22.148,İLK DEFA SİGORTALI,O,T
26008,40%,7,FORD,4,2020,DIZEL,İSTANBUL,,0,12.242,YENİ İŞ,T,T
26009,60%,7,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,KÜÇÜKÇEKMECE,46,10.288,YENİ İŞ,O,T
26010,30%,5,VOLKSWAGEN,1,2023,BENZİN,İZMİR,BORNOVA,45,10.943,YENİ İŞ,O,T
26011,0%,7,VOLKSWAGEN,0,2024,DIZEL,İSTANBUL,SANCAKTEPE,54,9.987,İLK DEFA SİGORTALI,O,T
26012,0%,7,VOLKSWAGEN,5,2019,DIZEL,İSTANBUL,SULTANBEYLİ,50,24.495,İLK DEFA SİGORTALI,O,T
26013,30%,7,VOLKSWAGEN,4,2020,BENZİN,ANKARA,,0,12.745,YENİ İŞ,T,T
26014,60%,7,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,BEŞİKTAŞ,52,6.834,YENİ İŞ,O,T
26015,30%,5,FORD,4,2020,DIZEL,İZMİR,BUCA,52,52.539,YENİ İŞ,O,T
26016,30%,5,RENAULT,1,2023,DIZEL,İSTANBUL,MALTEPE,31,8.837,YENİ İŞ,O,T
26017,60%,7,VOLKSWAGEN,4,2020,BENZİN,ANKARA,YENİMAHALLE,63,7.949,YENİ İŞ,O,T
26018,60%,8,TOYOTA,4,2020,BENZİN,ANKARA,ÇANKAYA,42,6.857,YENİ İŞ,O,P
26019,0%,4,FORD,4,2020,DIZEL,İZMİR,ALİAĞA,45,12.240,YENİ İŞ,O,T
26020,50%,4,FORD,1,2023,DIZEL,İSTANBUL,,0,12.789,YENİ İŞ,T,T
26021,60%,5,TOYOTA,1,2023,BENZİN,İZMİR,NARLIDERE,45,7.281,YENİ İŞ,O,T
26022,30%,3,VOLKSWAGEN,1,2023,BENZİN,ANKARA,YENİMAHALLE,34,9.531,YENİ İŞ,O,T
26023,0%,5,VOLKSWAGEN,1,2023,BENZİN,ANKARA,ALTINDAĞ,39,22.395,İLK DEFA SİGORTALI,O,T
26024,30%,6,FORD,1,2023,DIZEL,İZMİR,BUCA,64,8.745,YENİ İŞ,O,T
26025,0%,4,MERCEDES,4,2020,BENZİN,ANKARA,ÇANKAYA,55,11.569,İLK DEFA SİGORTALI,O,P
26026,30%,5,FORD,1,2023,DIZEL,İZMİR,TORBALI,47,6.909,YENİLEME,O,P
26027,30%,5,VOLKSWAGEN,5,2019,DIZEL,İSTANBUL,ESENYURT,30,9.085,YENİ İŞ,O,T
26028,30%,5,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,EYÜP,37,8.997,YENİ İŞ,O,T
26029,0%,4,FORD,1,2023,BENZİN,İSTANBUL,GÜNGÖREN,30,9.695,İLK DEFA SİGORTALI,O,P
26030,30%,7,FORD,1,2023,DIZEL,İSTANBUL,,0,11.479,YENİ İŞ,T,T
26031,0%,6,VOLKSWAGEN,5,2019,BENZİN,İZMİR,NARLIDERE,40,7.768,İLK DEFA SİGORTALI,O,T
26032,50%,7,FORD,4,2020,DIZEL,İSTANBUL,PENDİK,55,8.108,YENİ İŞ,O,T
26033,0%,4,MERCEDES,3,2021,DIZEL,İSTANBUL,,0,34.707,İLK DEFA SİGORTALI,T,T
26035,60%,7,FORD,5,2019,DIZEL,İZMİR,MENEMEN,48,4.960,YENİ İŞ,O,T
26036,30%,6,RENAULT,2,2022,BENZİN,İSTANBUL,,0,10.803,YENİ İŞ,T,T
26037,0%,4,TOYOTA,1,2023,BENZİN,İZMİR,BERGAMA,28,11.202,İLK DEFA SİGORTALI,O,T
